Date,Close
5/17/2018 16:00:00,2.85
5/18/2018 16:00:00,2.85
5/21/2018 16:00:00,3.15
5/22/2018 16:00:00,3.27
5/23/2018 16:00:00,3.24
5/24/2018 16:00:00,3.06
5/25/2018 16:00:00,3.13
5/29/2018 16:00:00,2.92
5/30/2018 16:00:00,3.01
5/31/2018 16:00:00,3.07
6/1/2018 16:00:00,3.14
6/4/2018 16:00:00,3.1
6/5/2018 16:00:00,3.06
6/6/2018 16:00:00,3.02
6/7/2018 16:00:00,3
6/8/2018 16:00:00,3.01
6/11/2018 16:00:00,2.67
6/12/2018 16:00:00,2.78
6/13/2018 16:00:00,2.73
6/14/2018 16:00:00,2.74
6/15/2018 16:00:00,3.23
6/18/2018 16:00:00,3.92
6/19/2018 16:00:00,3.55
6/20/2018 16:00:00,4.48
6/21/2018 16:00:00,4
6/22/2018 16:00:00,4.11
6/25/2018 16:00:00,4.28
6/26/2018 16:00:00,4.34
6/27/2018 16:00:00,4.33
6/28/2018 16:00:00,4.4
6/29/2018 16:00:00,4.26
7/2/2018 16:00:00,4.28
7/3/2018 13:00:00,4.37
7/5/2018 16:00:00,4.41
7/6/2018 16:00:00,4.68
7/9/2018 16:00:00,4.28
7/10/2018 16:00:00,4.15
7/11/2018 16:00:00,4.11
7/12/2018 16:00:00,4.06
7/13/2018 16:00:00,4.1
7/16/2018 16:00:00,4.09
7/17/2018 16:00:00,4.08
7/18/2018 16:00:00,3.99
7/19/2018 16:00:00,3.75
7/20/2018 16:00:00,4.08
7/23/2018 16:00:00,3.97
7/24/2018 16:00:00,3.75
7/25/2018 16:00:00,3.9
7/26/2018 16:00:00,3.68
7/27/2018 16:00:00,3.59
7/30/2018 16:00:00,3.72
7/31/2018 16:00:00,3.64
8/1/2018 16:00:00,3.55
8/2/2018 16:00:00,3.69
8/3/2018 16:00:00,3.7
8/6/2018 16:00:00,3.77
8/7/2018 16:00:00,3.75
8/8/2018 16:00:00,3.95
8/9/2018 16:00:00,3.77
8/10/2018 16:00:00,3.9
8/13/2018 16:00:00,3.8
8/14/2018 16:00:00,3.86
8/15/2018 16:00:00,3.76
8/16/2018 16:00:00,3.87
8/17/2018 16:00:00,4
8/20/2018 16:00:00,3.87
8/21/2018 16:00:00,4.13
8/22/2018 16:00:00,4.41
8/23/2018 16:00:00,4.42
8/24/2018 16:00:00,4.4
8/27/2018 16:00:00,4.35
8/28/2018 16:00:00,4.4
8/29/2018 16:00:00,4.34
8/30/2018 16:00:00,4.4
8/31/2018 16:00:00,4.33
9/4/2018 16:00:00,4.28
9/5/2018 16:00:00,4.05
9/6/2018 16:00:00,3.93
9/7/2018 16:00:00,4.13
9/10/2018 16:00:00,4.08
9/11/2018 16:00:00,4.4
9/12/2018 16:00:00,4.11
9/13/2018 16:00:00,4.06
9/14/2018 16:00:00,4.15
9/17/2018 16:00:00,4.06
9/18/2018 16:00:00,4.4
9/19/2018 16:00:00,4.25
9/20/2018 16:00:00,4.38
9/21/2018 16:00:00,3.92
9/24/2018 16:00:00,4.1
9/25/2018 16:00:00,4.08
9/26/2018 16:00:00,4.01
9/27/2018 16:00:00,4.2
9/28/2018 16:00:00,3.7
10/1/2018 16:00:00,3.75
10/2/2018 16:00:00,3.73
10/3/2018 16:00:00,3.6
10/4/2018 16:00:00,3.62
10/5/2018 16:00:00,3.69
10/8/2018 16:00:00,3.72
10/9/2018 16:00:00,3.94
10/10/2018 16:00:00,3.55
10/11/2018 16:00:00,3.89
10/12/2018 16:00:00,3.84
10/15/2018 16:00:00,3.6
10/16/2018 16:00:00,3.6
10/17/2018 16:00:00,3.6
10/18/2018 16:00:00,3.65
10/19/2018 16:00:00,3.59
10/22/2018 16:00:00,3.65
10/23/2018 16:00:00,3.5
10/24/2018 16:00:00,3.61
10/25/2018 16:00:00,3.35
10/26/2018 16:00:00,3.23
10/29/2018 16:00:00,3.4
10/30/2018 16:00:00,3.17
10/31/2018 16:00:00,3
11/1/2018 16:00:00,3.02
11/2/2018 16:00:00,3.06
11/5/2018 16:00:00,3.2
11/6/2018 16:00:00,3.17
11/7/2018 16:00:00,3.14
11/8/2018 16:00:00,3.1
11/9/2018 16:00:00,2.92
11/12/2018 16:00:00,2.89
11/13/2018 16:00:00,2.9
11/14/2018 16:00:00,2.9
11/15/2018 16:00:00,2.98
11/16/2018 16:00:00,2.94
11/19/2018 16:00:00,2.3
11/20/2018 16:00:00,2.17
11/21/2018 16:00:00,2.23
11/23/2018 13:00:00,2.11
11/26/2018 16:00:00,2.2
11/27/2018 16:00:00,2.24
11/28/2018 16:00:00,2.02
11/29/2018 16:00:00,2.1
11/30/2018 16:00:00,2.15
12/3/2018 16:00:00,2.2
12/4/2018 16:00:00,2.21
12/6/2018 16:00:00,2.32
12/7/2018 16:00:00,2.18
12/10/2018 16:00:00,2.08
12/11/2018 16:00:00,2.03
12/12/2018 16:00:00,2
12/13/2018 16:00:00,1.91
12/14/2018 16:00:00,2.15
12/17/2018 16:00:00,2.01
12/18/2018 16:00:00,2.01
12/19/2018 16:00:00,2.05
12/20/2018 16:00:00,2.05
12/21/2018 16:00:00,1.93
12/24/2018 13:00:00,2.07
12/26/2018 16:00:00,2.02
12/27/2018 16:00:00,2.01
12/28/2018 16:00:00,2.39
12/31/2018 16:00:00,2.68
1/2/2019 16:00:00,3.16
1/3/2019 16:00:00,3.1
1/4/2019 16:00:00,2.99
1/7/2019 16:00:00,3.02
1/8/2019 16:00:00,3.5
1/9/2019 16:00:00,3.19
1/10/2019 16:00:00,3.22
1/11/2019 16:00:00,3.38
1/14/2019 16:00:00,3.35
1/15/2019 16:00:00,3.5
1/16/2019 16:00:00,3.49
1/17/2019 16:00:00,3.49
1/18/2019 16:00:00,3.54
1/22/2019 16:00:00,3.35
1/23/2019 16:00:00,3.23
1/24/2019 16:00:00,3.22
1/25/2019 16:00:00,3.22
1/28/2019 16:00:00,3.28
1/29/2019 16:00:00,3.04
1/30/2019 16:00:00,3.06
1/31/2019 16:00:00,3.02
2/1/2019 16:00:00,3.1
2/4/2019 16:00:00,3.44
2/5/2019 16:00:00,3.42
2/6/2019 16:00:00,3.33
2/7/2019 16:00:00,3.28
2/8/2019 16:00:00,3.25
2/11/2019 16:00:00,3.29
2/12/2019 16:00:00,3.2
2/13/2019 16:00:00,3.4
2/14/2019 16:00:00,7.1
2/15/2019 16:00:00,4.88
2/19/2019 16:00:00,4.98
2/20/2019 16:00:00,4.6
2/21/2019 16:00:00,4.5
2/22/2019 16:00:00,4.26
2/25/2019 16:00:00,4.22
2/26/2019 16:00:00,4.27
2/27/2019 16:00:00,4.49
2/28/2019 16:00:00,4.17
3/1/2019 16:00:00,4.44
3/4/2019 16:00:00,4.46
3/5/2019 16:00:00,4.55
3/6/2019 16:00:00,4.36
3/7/2019 16:00:00,4.48
3/8/2019 16:00:00,4.33
3/11/2019 16:00:00,4.44
3/12/2019 16:00:00,4.39
3/13/2019 16:00:00,4.37
3/14/2019 16:00:00,4.32
3/15/2019 16:00:00,4.16
3/18/2019 16:00:00,4.16
3/19/2019 16:00:00,3.89
3/20/2019 16:00:00,4.3
3/21/2019 16:00:00,4.71
3/22/2019 16:00:00,5
3/25/2019 16:00:00,4.78
3/26/2019 16:00:00,4.68
3/27/2019 16:00:00,4.52
3/28/2019 16:00:00,4.77
3/29/2019 16:00:00,4.8
4/1/2019 16:00:00,4.64
4/2/2019 16:00:00,5
4/3/2019 16:00:00,5.17
4/4/2019 16:00:00,4.52
4/5/2019 16:00:00,4.45
4/8/2019 16:00:00,4.31
4/9/2019 16:00:00,4.34
4/10/2019 16:00:00,4.55
4/11/2019 16:00:00,4.49
4/12/2019 16:00:00,4.39
4/15/2019 16:00:00,4.34
4/16/2019 16:00:00,3.95
4/17/2019 16:00:00,3.87
4/18/2019 16:00:00,3.8
4/22/2019 16:00:00,3.87
4/23/2019 16:00:00,3.97
4/24/2019 16:00:00,3.98
4/25/2019 16:00:00,3.75
4/26/2019 16:00:00,3.86
4/29/2019 16:00:00,3.77
4/30/2019 16:00:00,3.7
5/1/2019 16:00:00,3.66
5/2/2019 16:00:00,3.57
5/3/2019 16:00:00,3.68
5/6/2019 16:00:00,3.53
5/7/2019 16:00:00,3.63
5/8/2019 16:00:00,3.64
5/9/2019 16:00:00,3.51
5/10/2019 16:00:00,3.6
5/13/2019 16:00:00,3.34
5/14/2019 16:00:00,3.2
5/15/2019 16:00:00,3.3
5/16/2019 16:00:00,3.27
5/17/2019 16:00:00,3.2
5/20/2019 16:00:00,3.21
5/21/2019 16:00:00,3.07
5/22/2019 16:00:00,3.01
5/23/2019 16:00:00,2.95
5/24/2019 16:00:00,2.95
5/28/2019 16:00:00,2.99
5/29/2019 16:00:00,3
5/30/2019 16:00:00,3.04
5/31/2019 16:00:00,2.94
6/3/2019 16:00:00,2.83
6/4/2019 16:00:00,2.79
6/5/2019 16:00:00,2.75
6/6/2019 16:00:00,2.85
6/7/2019 16:00:00,2.85
6/10/2019 16:00:00,2.86
6/11/2019 16:00:00,2.82
6/12/2019 16:00:00,2.82
6/13/2019 16:00:00,2.87
6/14/2019 16:00:00,2.75
6/17/2019 16:00:00,2.76
6/18/2019 16:00:00,2.77
6/19/2019 16:00:00,2.85
6/20/2019 16:00:00,3.17
6/21/2019 16:00:00,3.11
6/24/2019 16:00:00,3.07
6/25/2019 16:00:00,3.07
6/26/2019 16:00:00,3.1
6/27/2019 16:00:00,3.13
6/28/2019 16:00:00,3.24
7/1/2019 16:00:00,3.12
7/2/2019 16:00:00,3.2
7/3/2019 13:00:00,3.12
7/5/2019 16:00:00,3.18
7/8/2019 16:00:00,3.16
7/9/2019 16:00:00,3.41
7/10/2019 16:00:00,3.23
7/11/2019 16:00:00,3.35
7/12/2019 16:00:00,3.21
7/15/2019 16:00:00,3.1
7/16/2019 16:00:00,3.07
7/17/2019 16:00:00,3.08
7/18/2019 16:00:00,3.04
7/19/2019 16:00:00,2.98
7/22/2019 16:00:00,3.02
7/23/2019 16:00:00,3.09
7/24/2019 16:00:00,3.1
7/25/2019 16:00:00,3.14
7/26/2019 16:00:00,3.18
7/29/2019 16:00:00,3.08
7/30/2019 16:00:00,2.98
7/31/2019 16:00:00,3.03
8/1/2019 16:00:00,3
8/2/2019 16:00:00,2.92
8/5/2019 16:00:00,3.01
8/6/2019 16:00:00,2.9
8/7/2019 16:00:00,3
8/8/2019 16:00:00,2.88
8/9/2019 16:00:00,2.98
8/12/2019 16:00:00,2.9
8/13/2019 16:00:00,2.89
8/14/2019 16:00:00,2.75
8/15/2019 16:00:00,2.89
8/16/2019 16:00:00,2.94
8/19/2019 16:00:00,2.98
8/20/2019 16:00:00,3.04
8/21/2019 16:00:00,3.05
8/22/2019 16:00:00,3.03
8/23/2019 16:00:00,3.04
8/26/2019 16:00:00,2.95
8/27/2019 16:00:00,2.98
8/28/2019 16:00:00,2.9
8/29/2019 16:00:00,2.95
8/30/2019 16:00:00,3.22
9/3/2019 16:00:00,3.27
9/4/2019 16:00:00,3.3
9/5/2019 16:00:00,3.53
9/6/2019 16:00:00,3.55
9/9/2019 16:00:00,3.63
9/10/2019 16:00:00,3.65
9/11/2019 16:00:00,3.52
9/12/2019 16:00:00,3.42
9/13/2019 16:00:00,3.39
9/16/2019 16:00:00,3.53
9/17/2019 16:00:00,3.43
9/18/2019 16:00:00,3.36
9/19/2019 16:00:00,3.35
9/20/2019 16:00:00,3.29
9/23/2019 16:00:00,3.52
9/24/2019 16:00:00,3.35
9/25/2019 16:00:00,3.35
9/26/2019 16:00:00,3.43
9/27/2019 16:00:00,3.21
9/30/2019 16:00:00,3.12
10/1/2019 16:00:00,3.07
10/2/2019 16:00:00,2.95
10/3/2019 16:00:00,2.82
10/4/2019 16:00:00,2.35
10/7/2019 16:00:00,2.27
10/8/2019 16:00:00,2.27
10/9/2019 16:00:00,2.18
10/10/2019 16:00:00,2.17
10/11/2019 16:00:00,2.21
10/14/2019 16:00:00,2.27
10/15/2019 16:00:00,2.24
10/16/2019 16:00:00,2.24
10/17/2019 16:00:00,2.19
10/18/2019 16:00:00,2.07
10/21/2019 16:00:00,2.04
10/22/2019 16:00:00,2.05
10/23/2019 16:00:00,2.03
10/24/2019 16:00:00,2.04
10/25/2019 16:00:00,2.08
10/28/2019 16:00:00,2.05
10/29/2019 16:00:00,2.09
10/30/2019 16:00:00,2.04
10/31/2019 16:00:00,1.85
11/1/2019 16:00:00,1.87
11/4/2019 16:00:00,1.88
11/5/2019 16:00:00,1.92
11/6/2019 16:00:00,2.15
11/7/2019 16:00:00,2
11/8/2019 16:00:00,2.07
11/11/2019 16:00:00,2
11/12/2019 16:00:00,1.98
11/13/2019 16:00:00,2.02
11/14/2019 16:00:00,1.96
11/15/2019 16:00:00,1.89
11/18/2019 16:00:00,1.8
11/19/2019 16:00:00,2.12
11/20/2019 16:00:00,2.17
11/21/2019 16:00:00,2.25
11/22/2019 16:00:00,1.65
11/25/2019 16:00:00,1.67
11/26/2019 16:00:00,1.68
11/27/2019 16:00:00,1.72
11/29/2019 13:00:00,1.72
12/2/2019 16:00:00,1.7
12/3/2019 16:00:00,1.71
12/4/2019 16:00:00,1.66
12/5/2019 16:00:00,1.65
12/6/2019 16:00:00,1.69
12/9/2019 16:00:00,1.63
12/10/2019 16:00:00,1.58
12/11/2019 16:00:00,1.54
12/12/2019 16:00:00,1.66
12/13/2019 16:00:00,1.7
12/16/2019 16:00:00,1.73
12/17/2019 16:00:00,1.73
12/18/2019 16:00:00,1.73
12/19/2019 16:00:00,1.72
12/20/2019 16:00:00,1.65
12/23/2019 16:00:00,1.71
12/24/2019 13:00:00,1.65
12/26/2019 16:00:00,1.64
12/27/2019 16:00:00,1.66
12/30/2019 16:00:00,1.59
12/31/2019 16:00:00,1.61
1/2/2020 16:00:00,1.63
1/3/2020 16:00:00,1.67
1/6/2020 16:00:00,1.65
1/7/2020 16:00:00,1.67
1/8/2020 16:00:00,1.64
1/9/2020 16:00:00,1.61
1/10/2020 16:00:00,1.59
1/13/2020 16:00:00,1.65
1/14/2020 16:00:00,1.63
1/15/2020 16:00:00,1.6
1/16/2020 16:00:00,1.63
1/17/2020 16:00:00,1.62
1/21/2020 16:00:00,1.62
1/22/2020 16:00:00,1.61
1/23/2020 16:00:00,1.62
1/24/2020 16:00:00,1.65
1/27/2020 16:00:00,1.6
1/28/2020 16:00:00,1.61
1/29/2020 16:00:00,1.61
1/30/2020 16:00:00,1.61
1/31/2020 16:00:00,1.62
2/3/2020 16:00:00,1.65
2/4/2020 16:00:00,1.8
2/5/2020 16:00:00,1.75
2/6/2020 16:00:00,1.69
2/7/2020 16:00:00,1.75
2/10/2020 16:00:00,1.74
2/11/2020 16:00:00,1.71
2/12/2020 16:00:00,1.72
2/13/2020 16:00:00,1.7
2/14/2020 16:00:00,1.71
2/18/2020 16:00:00,1.75
2/19/2020 16:00:00,1.79
2/20/2020 16:00:00,1.81
2/21/2020 16:00:00,1.81
2/24/2020 16:00:00,1.74
2/25/2020 16:00:00,1.62
2/26/2020 16:00:00,1.64
2/27/2020 16:00:00,1.52
2/28/2020 16:00:00,1.49
3/2/2020 16:00:00,1.53
3/3/2020 16:00:00,1.65
3/4/2020 16:00:00,1.68
3/5/2020 16:00:00,1.6
3/6/2020 16:00:00,1.55
3/9/2020 16:00:00,1.47
3/10/2020 16:00:00,1.5
3/11/2020 16:00:00,1.46
3/12/2020 16:00:00,1.3
3/13/2020 16:00:00,1.15
3/16/2020 16:00:00,1.11
3/17/2020 16:00:00,1.12
3/18/2020 16:00:00,0.97
3/19/2020 16:00:00,1.15
3/20/2020 16:00:00,1.23
3/23/2020 16:00:00,1.09
3/24/2020 16:00:00,1.23
3/25/2020 16:00:00,1.2
3/26/2020 16:00:00,1.25
3/27/2020 16:00:00,1.18
3/30/2020 16:00:00,1.14
3/31/2020 16:00:00,1.15
4/1/2020 16:00:00,1.14
4/2/2020 16:00:00,1.16
4/3/2020 16:00:00,1.18
4/6/2020 16:00:00,1.25
4/7/2020 16:00:00,1.27
4/8/2020 16:00:00,1.25
4/9/2020 16:00:00,1.27
4/13/2020 16:00:00,1.42
4/14/2020 16:00:00,1.46
4/15/2020 16:00:00,1.55
4/16/2020 16:00:00,1.49
4/17/2020 16:00:00,1.51
4/20/2020 16:00:00,1.77
4/21/2020 16:00:00,1.57
4/22/2020 16:00:00,1.61
4/23/2020 16:00:00,1.6
4/24/2020 16:00:00,1.75
4/27/2020 16:00:00,2.54
4/28/2020 16:00:00,2.34
4/29/2020 16:00:00,2.36
4/30/2020 16:00:00,2.11
5/1/2020 16:00:00,1.97
5/4/2020 16:00:00,2.19
5/5/2020 16:00:00,2.17
5/6/2020 16:00:00,2.41
5/7/2020 16:00:00,2.3
5/8/2020 16:00:00,2.38
5/11/2020 16:00:00,2.47
5/12/2020 16:00:00,2.35
5/13/2020 16:00:00,2.25
5/14/2020 16:00:00,2.2
5/15/2020 16:00:00,2.21
5/18/2020 16:00:00,2.33
5/19/2020 16:00:00,2.3
5/20/2020 16:00:00,2.29
5/21/2020 16:00:00,2.25
5/22/2020 16:00:00,2.27
5/26/2020 16:00:00,2.29
5/27/2020 16:00:00,2.3
5/28/2020 16:00:00,2.27
5/29/2020 16:00:00,2.27
6/1/2020 16:00:00,2.41
6/2/2020 16:00:00,2.42
6/3/2020 16:00:00,2.44
6/4/2020 16:00:00,2.65
6/5/2020 16:00:00,2.72
6/8/2020 16:00:00,2.62
6/9/2020 16:00:00,3.31
6/10/2020 16:00:00,3.47
6/11/2020 16:00:00,2.96
6/12/2020 16:00:00,3.11
6/15/2020 16:00:00,3.37
6/16/2020 16:00:00,3.45
6/17/2020 16:00:00,3.45
6/18/2020 16:00:00,3.57
6/19/2020 16:00:00,3.57
6/22/2020 16:00:00,3.95
6/23/2020 16:00:00,4.26
6/24/2020 16:00:00,4.45
6/25/2020 16:00:00,4.43
6/26/2020 16:00:00,4.37
6/29/2020 16:00:00,5.53
6/30/2020 16:00:00,5.32
7/1/2020 16:00:00,5.45
7/2/2020 16:00:00,6.82
7/6/2020 16:00:00,7.2
7/7/2020 16:00:00,7.68
7/8/2020 16:00:00,7.98
7/9/2020 16:00:00,7.46
7/10/2020 16:00:00,7.1
7/13/2020 16:00:00,5.38
7/14/2020 16:00:00,6.31
7/15/2020 16:00:00,6.25
7/16/2020 16:00:00,6.15
7/17/2020 16:00:00,5.75
7/20/2020 16:00:00,5.95
7/21/2020 16:00:00,6.02
7/22/2020 16:00:00,6.09
7/23/2020 16:00:00,5.88
7/24/2020 16:00:00,5.89
7/27/2020 16:00:00,5.56
7/28/2020 16:00:00,5.63
7/29/2020 16:00:00,5.72
7/30/2020 16:00:00,6.04
7/31/2020 16:00:00,5.58
8/3/2020 16:00:00,5.91
8/4/2020 16:00:00,7.22
8/5/2020 16:00:00,6.58
8/6/2020 16:00:00,6.31
8/7/2020 16:00:00,6.67
8/10/2020 16:00:00,6.58
8/11/2020 16:00:00,6.8
8/12/2020 16:00:00,7.1
8/13/2020 16:00:00,7.94
8/14/2020 16:00:00,7.19
8/17/2020 16:00:00,7.43
8/18/2020 16:00:00,7.85
8/19/2020 16:00:00,7.78
8/20/2020 16:00:00,7.03
8/21/2020 16:00:00,6.78
8/24/2020 16:00:00,6.59
8/25/2020 16:00:00,6.71
8/26/2020 16:00:00,6.5
8/27/2020 16:00:00,6.35
8/28/2020 16:00:00,6.5
8/31/2020 16:00:00,6.06
9/1/2020 16:00:00,6.19
9/2/2020 16:00:00,6.05
9/3/2020 16:00:00,5.7
9/4/2020 16:00:00,5.22
9/8/2020 16:00:00,5.29
9/9/2020 16:00:00,5.28
9/10/2020 16:00:00,5.35
9/11/2020 16:00:00,5.41
9/14/2020 16:00:00,5.76
9/15/2020 16:00:00,5.95
9/16/2020 16:00:00,6.16
9/17/2020 16:00:00,6.17
9/18/2020 16:00:00,7
9/21/2020 16:00:00,6.8
9/22/2020 16:00:00,6.64
9/23/2020 16:00:00,6.06
9/24/2020 16:00:00,5.65
9/25/2020 16:00:00,6.2
9/28/2020 16:00:00,6.49
9/29/2020 16:00:00,6.65
9/30/2020 16:00:00,6.58
10/1/2020 16:00:00,6.71
10/2/2020 16:00:00,6.2
10/5/2020 16:00:00,6.36
10/6/2020 16:00:00,6.13
10/7/2020 16:00:00,6.28
10/8/2020 16:00:00,6.34
10/9/2020 16:00:00,6.37
10/12/2020 16:00:00,6.9
10/13/2020 16:00:00,6.66
10/14/2020 16:00:00,7.31
10/15/2020 16:00:00,7.35
10/16/2020 16:00:00,6.63
10/19/2020 16:00:00,6.3
10/20/2020 16:00:00,6.39
10/21/2020 16:00:00,6.43
